ID,Timestamp,Date,Customer Name,PM Name,Attendees,Notes Preview,Next Actions Count,Has Thread
"1757437934.167629","1757437934.167629","* 2025-09-09","LPL*","Gaurav Ahuja","W4RU5J3JR;W4RU708G5;U0213T59LMN;U0208FN960H","* *AI Form Conversion*: Customer tested AI-based form conversion; overall successful but with minor formatting issues (headers, signature fields). Customer is tracking time/effort saved vs manual proc","5","false"
"1757057610.093969","1757057610.093969","* 2025-09-04","Brunswick*","Mayank Agarwal","U06NF880220;WLWHN4TV3;U0213T59LMN","* • *Marketo Connector Enablement in AEM Environments:* Andy Kluck, Mayank, Lesley, and Rahul Kumar collaborated to enable and configure the Marketo connector in both the stage and production AEM envi","4","false"
"1757038002.904469","1757038002.904469","* 2025-09-04","Bancolombia (Internal call - before connect with customer)*","Sudhanshu Singh","W4XTCQ07J","* *Context:*  • Forms ARR: $72.9K • Contractual Utilization: 18.9% • Multiple submit alerts - customer not reachable *Intent:* • Good opportunity for new feature adoption: Forms Exp. Builder, Forms op","3","true"
"1756966421.639629","1756966421.639629","* 2025-09-03","NFL*","Mayank Agarwal","W5HEU5M7Y;W4RU4N66R;U0213T59LMN","* • *Marketing Team’s Transition from Digio to AEM Forms:* Chi, Amit, and Arun discussed the marketing team’s interest in replacing Digio with AEM Forms for fan experience activations, focusing on und","3","false"
"1756880191.295419","1756880191.295419","* 2025-09-02","UAL (United Airlines)*","Gaurav Ahuja","W4RU5J3JR;WQ6GEBZHN;W5HEU5M7Y;U0213T59LMN;W4XTCQ07J","* • Demonstrated pdf-2-af capability from Forms experience builder for converting their acroform. • Demoed approval workflows using AEM Workflows. • Discussed their use-case of populating dropdowns us","0","false"
"1756878483.725999","1756878483.725999","* 2025-09-02","LPL financial*","Yash Bhavsar","W4RU5J3JR;U0208FN960H;W4RU708G5;W4R4S9FS4","* • `Add address field below the first name field` not adding to desired location. We will have to implement this. • They wanted to enable form functionality across environments. They will be providin","2","false"
"1756877949.804249","1756877949.804249","* 2025-09-02","BrightLine*","Mayank Agarwal","W4RU4N66R;W5HEU5M7Y;U0213T59LMN","* • *AEM Forms Enablement and Initial Setup:* Arun, David Lopez, Vijay Kumar, Sudhanshu, and Jennifer Rogers coordinated the enablement of AEM Forms in the dev environment, discussed the process for a","5","false"
"1756877839.372879","1756877839.372879","* 2025-09-02","Brunswick*","Mayank Agarwal","U06NF880220;U0213T59LMN;W5HEU5M7Y","* • *Marketo Configuration Setup in AEM:* Shraddha, Mayank, and Arun demonstrated to Andy and Sarah how to set up Marketo configurations within Adobe Experience Manager (AEM), including creating confi","4","false"
"1756453534.933639","1756453534.933639","* 2025-08-28","LPL Financial*","Yash Bhavsar","W4RU708G5;W4RU5J3JR;U0213T59LMN;U0208FN960H","* Meeting notes: • *PDF to Adaptive Form Conversion Updates:* Mayank, Naveen, Andy, and Gaurav discussed recent fixes and updates to the PDF-to-adaptive form conversion process, including handling of ","4","false"
"1756449950.465869","1756449950.465869","* 2025-08-28","NFCU*","Prateek Awasthi","U03Q109GQMT","* Discussion on upcoming private release, scope of features, and any requirements from customer’s end for archetype.  Key Points Discussed: • Generic API Integration – Support for data.json in PDF Pre","2","true"
"1756379930.482199","1756379930.482199","* 2025-08-28","ARBETSFORMEDLINGEN (Sweden Gov)*","Sakshi Arora","W4SG81T9C;W4XTCQ07J","* Understanding the usecases. On 6.5.23 (latest 6.5 SP) Migrating from other form technology, had developed something in AF1, but want new development to be in core component based forms. They were as","0","true"
"1756379331.808029","1756379331.808029","* 2025-08-27","AbbVie*","Sakshi Arora","W4SG81T9C;W4XTCQ07J","* Discussed the usecase of reload of page on switch of a condition. The site page has 11 forms, and 2 are shown at a time. :todo_done: *","0","true"
"1756358443.203619","1756358443.203619","* 2025-08-26","Brunswick*","Mayank Agarwal","U06NF880220;WLWHN4TV3;U0213T59LMN","* • *AEM Forms and Marketo Integration Demo:* Mayank, Shraddha, and Rahul presented a demo to Andy Kluck and Sarah Warzecha, showcasing the implementation of AEM Forms integrated with Marketo, includi","6","false"
"1756306402.744399","1756306402.744399","* 2025-08-26","LPL*","Gaurav Ahuja","U0213T59LMN;W4RU5J3JR;W4RU708G5;U0208FN960H;W4R4S9FS4;W4RU4N66R","* • Discussed current limitations in the PDF import tool, including its inability to process scanned PDFs, Word documents, and explored workarounds such as using Acrobat Pro and Experience Builder for","4","false"
"1756223195.549159","1756223195.549159","* 2025-08-26","GM Financial*","Anirudh Aggarwal","U038XFD63GS;WE163TH43;U03Q109GQMT;W9QMZFR39","* Anirudh conducted demo for Json data (inline and as file) support in the Render APIs • Customer’s queries regarding supported options and formats for the APIs were addressed. • Discussion regarding ","5","true"
"1755853555.040079","1755853555.040079","* 2025-08-21","Micron*","Anurag Sharma","W4R4S9FS4;W4RU4N66R;W4XTCQ07J","* *Meeting notes* • *Intent-Based Experience Creation with Gen AI:* Anurag, Sudhanshu, and the team discussed Adobe's approach to customer experience management using intent-based experiences powered ","6","false"
"1755838758.042469","1755838758.042469","* 2025-08-21","Brunswick*","Mayank Agarwal","W4RU4N66R;WLWHN4TV3;W6CBB4953","* *Data Routing and Partition Assignment for AM Forms:* Andy, Varun, Mayank, Rahul Kumar, Ben, and Sarah Warzecha discussed the challenges of routing form submissions to the correct Marketo partitions","0","false"
"1755838573.221009","1755838573.221009","* 2025-08-21","LPL Financials*","Mayank Agarwal","W4RU4N66R;W4RU5J3JR;W4RU708G5;U0208FN960H","* *AI Model Integration and Pilot Testing Plans:* Vijay Kumar, Naveen, Andy, and Kalyan discussed the current status and next steps for integrating the AI model into product workflows, including the n","0","false"
"1755837410.014009","1755837410.014009","* 2025-08-21","GM Financial*","Anirudh Aggarwal","U038XFD63GS;WE163TH43;W9QMZFR39","* • Anirudh conducted detailed walkthrough for the Render APIs (picking up from the last meeting).     ◦ First-cut API definition was shared beforehand with the customer with the documentation links f","2","true"
"1755793481.062359","1755793481.062359","* 2025-08-21","NFCU*","Prateek Awasthi","U03Q109GQMT","* • Gave a demo on custom fonts, covering UI and code changes required, explained the steps, and shared documentation. *Next step:* Enable on _dev2_. • Demoed the IC import/export bundle feature, whic","1","true"
"1755680337.712189","1755680337.712189","* 2025-08-19","CNA (Partner : forms 360)*","Devendra Gurjar","WQ6GEBZHN","* • *Form Data Submission Issue in React Application*: Charles, Devendra, and Rich discussed a problem where form data manipulated via JavaScript in the AEM environment is not correctly appearing in t","3","true"
"1755672781.880159","1755672781.880159","* 2025-08-19","GM Financial*","Anirudh Aggarwal","U038XFD63GS;W9QMZFR39;WE163TH43;W5HEU5M7Y","* MoM: • Discussion focused on the issues raised by GMF team (shared over mail)     ◦ Vijay and Sufyan helped answer most of the queries around IC-Editor • Anirudh conducted partial demo for Render AP","4","true"
"1755496487.205169","1755496487.205169","* 2025-08-14","LPL*","Vijay Kumar Jalagari","W4RU4N66R;W4RU708G5;W4RU5J3JR","* _AI-generated content. Make sure to check for accuracy._ *Key Topics:* • *Introduction:* Vijay Kumar, Naveen, Andy, Arun, and Arneh discussed the challenges and requirements related to versioning an","8","true"
"1755496292.484869","1755496292.484869","* 2025-08-13","Lenovo ( Internal)*","Vijay Kumar Jalagari","W4RU4N66R;W5HEU5M7Y;U0213T59LMN;W5MDFP45T","* _AI-generated content. Make sure to check for accuracy._ *Key Topics:* • *Introduction:* Vijay Kumar, Arun, Ajani, and Mayank discussed the Lenovo use cases, focusing on progressive profiling, globa","4","false"
"1755495816.532369","1755495816.532369","* 2025-08-13","Lumen*","Vijay Kumar Jalagari","W4RU4N66R;W5HEU5M7Y","* _AI-generated content. Make sure to check for accuracy._ *Key Topics:* • *Introduction:* Arun, Kathy Behler, Jennifer Wroblewski, Shami, Vijay Kumar, and Christina Trujillo discussed the use of Form","4","true"
"1755495517.647919","1755495517.647919","* 2025-08-13","UPS*","Vijay Kumar Jalagari","W4RU4N66R;U0213T59LMN;U03N27GAZDZ;W4RU5J3JR","* _AI-generated content. Make sure to check for accuracy._ *Key Topics:* • *Introduction:* Vijay Kumar, Navneet, Rodney, Michael, and other team members introduced themselves and their roles. The meet","3","false"
"1755148388.713359","1755148388.713359","* 2025-08-13","UPS*","Navneet Agarwal","W4RU4N66R;U0213T59LMN;W4RU5J3JR;U03N27GAZDZ","* • *Feedback on Generative AI Solutions:* Vijay Kumar and Rodney discussed the feedback on the generative AI solutions used in UPS forms, with David providing insights on his experience with image-to","2","true"
"1755095754.445059","1755095754.445059","* 2025-08-12","Aftia (altec)*","Gaurav Ahuja","U0213T59LMN;W4RU5J3JR","* • Customer had shared a use-case document listing down the requirements related wit forms and workflows. • Demoed them an approach that would be quick and easy to implement with the current customiz","3","false"
"1755065013.404399","1755065013.404399","* 2025-08-12","GM Financial*","Anirudh Aggarwal","U038XFD63GS;WE163TH43;W5HEU5M7Y","* • Customer raised queries around fragments, templates and rule-editor     ◦ *Use-case:* Display dynamic logo based on the “type” key’s value from data(FDM) using rules.     ◦ <@WE163TH43> provided t","3","true"
"1755050145.928519","1755050145.928519","* 2025-08-12","Nedbank*","Sudhanshu Singh","W4XTCQ07J;W4SG81T9C;WQ6GEBZHN;U0560P0MCJJ","* Generated by AI. Meeting notes: • *Demo Overview:* Sudhanshu outlined the demo plan, which included three parts: translating a page while retaining form data, a code walkthrough of a sample submit a","5","true"
"1754995276.785649","1754995276.785649","* 2025-08-11","CNA (partner : source360)*","Devendra Gurjar","WQ6GEBZHN","* • The customer has a form with 60 fragments related to the 50 states in the USA. •  As they select a state, the corresponding fragments become visible or hidden. •  Server-side script execution take","0","false"
"1754580459.736259","1754580459.736259","* 2025-08-07","GM Financial*","Vijay Srivastva","WE163TH43;W9QMZFR39;W5HEU5M7Y","* *Meeting Summary*  *Use Case:*  GMF aims to build templates, documents, and fragments to generate print-ready PDFs using data in XML or JSON format.  *Demonstration:*  *<@WE163TH43>* delivered a com","0","false"
"1754560003.959819","1754560003.959819","* 2025-08-06","Carpenter*","Devendra Gurjar","W4RU5J3JR;WQ6GEBZHN;U061P671RN1","* • Workflow issue - Gaurav troubleshooted and found a bug in the CQ code from a recent change and provided a workaround for now to unblock the customer. Also raised the issue with the relevant team. ","0","false"
"1754466338.592969","1754466338.592969","* 2025-08-05","NFCU*","Anirudh Aggarwal","U038XFD63GS;WE163TH43;WLWHN4TV3;U03Q109GQMT","* • Customer acknowledged the timelines shared by Sunny for the requirements. • Customer was provided a demo for the pre-filling of the realtime data from FDM while invoking render PDF IC. • Team shar","1","true"
"1754464276.787949","1754464276.787949","* 2025-08-05","GM Financial*","Anirudh Aggarwal","U038XFD63GS;WE163TH43;WLWHN4TV3;W5HEU5M7Y","* Team provided a detailed walkthrough covering the following use-cases: • Template management • Rest API based FDM creation and data binding • IC document creation + customisations (fonts faces, etc.","2","true"
"1754385899.189189","1754385899.189189","* 2025-08-04","Carpenter*","Devendra Gurjar","WQ6GEBZHN;WLWHN4TV3","* Generated by AI. Make sure to check for accuracy. Meeting notes: • *Troubleshooting AEM Bundles:* Katerina, Devendra, and Randy worked together to troubleshoot issues with AEM bundles. Devendra guid","5","true"
"1754065259.937609","1754065259.937609","* 2025-08-01","Altec (partner: Aftia)*","Sudhanshu Singh","W4XTCQ07J;U0213T59LMN;W6CBB6337;W5HEU5M7Y","* Generated by AI. Make sure to check for accuracy. Meeting notes: • *Introduction and Meeting Purpose:* Steven started the meeting by acknowledging Tim's absence due to PTO and emphasized the goal of","6","true"
"1754028878.889569","1754028878.889569","* 2025-07-31","LPL Financials*","Mayank Agarwal","W4RU708G5;U0213T59LMN","* • *Release Update:* Mayank updated the team that the new release is now available in the stage environment, and the older release has been pushed to the production environment to avoid blocking the ","4","false"
"1753857539.257899","1753857539.257899","* 2025-07-29","LPL Financials*","Mayank Agarwal","U0208FN960H;W4RRL6DDY;U0213T59LMN;W4RU708G5","* • *Feedback* : LPL still needs to try e2e validation of their journey and share the feedback with us • *Dark Mode removal* - We have shared that it is not part of default canvas theme but the css is","2","true"
"1753850662.655029","1753850662.655029","* 2025-07-29","NFCU*","Vijay Srivastva","WE163TH43","* *Meeting Summary* - Key Discussion Points: 1. *Real-Time Data Usage During Authoring:*     ◦ NFCU expressed interest in using real-time data during the authoring process.     ◦ It was suggested that","2","false"
"1753692325.536539","1753692325.536539","* 2025-07-23","Jet 2*","Vijay Kumar Jalagari","W4RU4N66R;W4RRL6DDY;U01G51VDXB8;U03N27GAZDZ;U03QB0GK45Q","* It was 1st Kickoff call for VIP but Jet2 decided to move VIP program to Next year Jan.   Jet2 team shared document during the meeting covering the *expectation and scope of VIP*.     ◦ Below is the ","0","true"
"1753692023.404669","1753692023.404669","* 2025-07-24","Deutsche Bank*","Vijay Kumar Jalagari","W4R4S9FS4;W010NNJV7S8;W4RU4N66R","* Generated by AI. Make sure to check for accuracy.  Meeting notes: • *Introduction to AI Innovations in AM Forms:* Jochen and Anurag introduced the session on AI innovations in AM forms, highlighting","5","false"
"1753440017.033979","1753440017.033979","* 2025-07-24","Carpenter (Partner : 4 Point )*","Devendra Gurjar","W5HEU5M7Y;W4XTCQ07J;WQ6GEBZHN","* • The customer has started creating forms based on Core Components. •  They were facing issues with local development. •  This team is new to Forms and requires our guidance on best practices and ne","0","true"
"1753422104.162069","1753422104.162069","* 2025-07-24","NFCU*","Vijay Srivastva","U03Q109GQMT;WE163TH43","* Meeting Summary: Key Issues Raised by NFCU and Our Responses  Below is a summary of the key concerns raised by NFCU during the meeting, along with our corresponding responses: *1. FDM JSON Format Is","0","true"
"1753341462.752029","1753341462.752029","* 2025-07-23","GM Financial*","Vijay Srivastva","W5HEU5M7Y;U038XFD63GS;WE163TH43","* *Below is the meeting summary:*  *Use Case:* GMF aims to create templates, documents, and fragments, and generate print-ready PDFs using data in XML or JSON formats.  *Customer's Current Workflow:* ","0","false"
"1753341197.855709","1753341197.855709","* 2025-07-23","South African Police Service*","Anurag Sharma","W4R4S9FS4","* Existing AEM Forms JEE customer inherited from LiveCycle days, on-prem, ~178K product + 80K paid support renewal upcoming. Field team targeting as-is renewal for now.  Customer is exploring to imple","0","true"
"1753338485.392099","1753338485.392099","* 2025-07-23","Nedbank*","Devendra Gurjar","W4XTCQ07J;WQ6GEBZHN;U03BKR6K3R8","* • *Sites Team Demo:* Presented a demo on Experience Fragment translation. • *Forms Team Demo:* Showcased form embedding within site pages and demonstrated language navigation for forms on the site. ","3","true"
"1753289795.262769","1753289795.262769","* 2025-07-22","Brunswick*","Vijay Kumar Jalagari","W5HEU5M7Y;W4RU4N66R;U01G51VDXB8;U03QB0GK45Q;W4RSW3ECC","* _AI-generated content. Make sure to check for accuracy._  *Key Topics:* • *Introduction:* Arun, Ben McKnight, Vijay Kumar, Andy, and Sarah discussed the discovery work on the platform team, focusing","8","true"
"1753268464.031949","1753268464.031949","* 2025-07-21","Medtronics*","Shraddha Singh","","* We are currently in discussion with the customer _*Medtronics*_, who is looking to integrate *AEM with Workday*. We had recommended using *custom authentication* for this purpose. After implementing","0","true"
"1753263610.334209","1753263610.334209","* 2025-07-22","LPL financial*","Yash Bhavsar","U0208FN960H;U0213T59LMN;W4RRL6DDY","* • *Double sign field issue* - Andy tested and said the issue of double sign field is not coming now. Adobe team to verify if the fix is done in the stage environment as well. • *BindRefs for table f","4","true"
"1753244811.341089","1753244811.341089","* 2025-07-22","ClarkCounty*","Deep Dewanji","W4RU4N66R;U03QB0GK45Q;U02P8T2L0R5","* *Introduction to Adobe Forms Team and Demo Agenda:* Deep introduced themselves as an engineer in the Adobe Forms team and outlined the agenda for the demo, which included understanding the authoring","0","false"
"1753186886.780639","1753186886.780639","* 2025-07-21","IRS Meeting*","Pankaj .","U04P75X4H1B;U03BKR6K3R8","* *Meeting notes (AI generated)*  *Custom File Attachment Component Demo*: Shivam and Pankaj demonstrated the custom file attachment component, explaining its functionality and how it uploads files di","0","false"
"1753167461.480999","1753167461.480999","* 2025-07-21","Carpenter*","Devendra Gurjar","WQ6GEBZHN;W4XTCQ07J;W5HEU5M7Y;W4RU4N66R","* 1. The customer has not started creating forms yet; they were attempting to enable the Forms Core Component on their development environment. 2. Their pipeline was failing because they had removed m","0","true"
"1753077095.280959","1753077095.280959","* 2025-07-21","Oppty: Macquarie | Global Credential Pack*","Anurag Sharma","W9QMZFR39;W4R4S9FS4","* *Usecase:* On-demand creation of company related presentation by internal and external users *Volumes:* ~100/month (Tom said it might be more, he will confirm later) *Current solution:* MS Office, S","0","true"
"1752823507.804559","1752823507.804559","* 2025-07-17","State of Pennsylvania*","Sakshi Arora","W4SG81T9C","* Issues of SOP with latest private release were discussed. :todo_done: *","0","true"
"1752818519.768909","1752818519.768909","* 2025-07-17","LPL financial*","Yash Bhavsar","U0208FN960H;U0213T59LMN","* • *PDF Conversion and Sync Code:* Mayank and Andy discussed the recent fixes and updates related to PDF conversion, including the need to keep the browser open during the process. Mayank mentioned t","2","true"
"1752741694.640899","1752741694.640899","* 2025-07-16","NFCU*","Sunny Marwaha","W4R5LUPK3;W010NNJV7S8;WE163TH43","* In last night meeting with NFCU, they highlighted 2 requirements which are critical for their upcoming golive plans in Oct 1. Support of IC rendering API to take data.json as input, they want simila","0","true"
"1752641688.566379","1752641688.566379","* 2025-07-15","NFCU*","Vijay Srivastva","WE163TH43;U03Q109GQMT","* *Meeting Summary* – NFCU Requirements Review  NFCU has shared an Excel sheet outlining their requirements and identifying gaps in the current Interactive Communication (IC) Editor. The we have revie","3","true"
"1752635902.692879","1752635902.692879","* 2025-07-15","Carpenter (4Point)*","Sudhanshu Singh","W4XTCQ07J;W5HEU5M7Y;U0213T59LMN","* We had a connect with 4Point for customer Carpenter to identify the issues they are facing with their could environment. • The environments were provisioned around April, and their pipeline is faili","0","true"
"1752601935.879449","1752601935.879449","* 2025-07-15","Abbvie*","Varun Dua","W4RT1B152;W5HEU5M7Y;W4XTCQ07J","* Attendees • Shameem Gouse Lazam Sayyad • Shivendra Vikram Singh • Kevin Ausburn Meeting Notes:  *Introduction:* The team had some knowledge of Sites Optimizer and gave them an introduction of the Fo","0","true"
"1752590518.203729","1752590518.203729","* 2025-07-15","LPL financial*","Yash Bhavsar","U0208FN960H;W4RRL6DDY;U0213T59LMN","* • Model bump and some other improvements radio button getting detected correctly and all options coming in for the radio buttons.      ◦ *Action item - Engineering team (changes have been done some ","0","false"
"1752571527.287109","1752571527.287109","* 2025-07-14","Stericycle*","Varun Dua","W4RU4N66R;W4XTCQ07J;W4RT1B152;WLWHN4TV3","* Attendees • *Colin Vlasak* – Marketing Owner, Stericycle &amp; Shred-it • *Dillon Sorensen* – Colin’s Manager, Waste Management (parent company of Stericycle)  *Meeting notes*  *Explained Site Optim","0","true"
"1752227720.519739","1752227720.519739","* 2025-07-10","LPL Financials*","Mayank Agarwal","W4RRL6DDY;U0213T59LMN","* *PDF Conversion Issues:* Mayank and Andy discussed the issues with PDF conversion, specifically the multiple sign-up fields and the XML generated with respect to the table component. Andy confirmed ","0","true"
"1752203443.361069","1752203443.361069","* 2025-07-10","NFCU*","Sunny Marwaha","W4R5LUPK3;W010NNJV7S8","* NFCU went live with their first AF usecase <https://www.navyfederal.org/forms/lending/ccdr/ccdr.html>  In the meeting NFCU, highlighted few other requirements and they mentioned that there is good t","0","true"
"1752144477.243999","1752144477.243999","* 2025-07-10","Nedbank*","Devendra Gurjar","WQ6GEBZHN;W4WDX8LF4","* *Deskside Coaching - AEM Translation* Agenda: • Sites     ◦ *Overview AEM Translation Framework* : Learn how AEM handles multilingual content using Translation Projects and integration with translat","2","true"
"1752054189.826009","1752054189.826009","* 2025-07-08","LPL Financials*","Mayank Agarwal","W4RU4N66R;U0208FN960H;U03N27GAZDZ;W4R4VBWQG;U0213T59LMN","* • *PDF Conversion Issues:* Darshan and Andy discussed the issues related to converting Word documents to PDFs, including formatting problems and the need for cleanup. They also explored options for ","7","true"
"1751867523.769939","1751867523.769939","* 2025-07-03","LPL Financial*","Satya Deep Maheshwari","U0208FN960H;W4RRL6DDY","* Generated by AI. Make sure to check for accuracy. Meeting notes: • *Bindings Issue:* Satya Deep and Raciel discussed the bindings issue, with Satya suggesting reimporting the form with a different n","8","false"
"1751434842.598499","1751434842.598499","* 2025-07-01","NFCU*","Prateek Awasthi","WE163TH43;U03Q109GQMT","* 1. NFCU has successfully completed the archetype changes on top of their existing Archetype version 52, *enabling full* use of the IC Editor. 2. Harish and Adarsh from NFCU reported a 401 error whil","0","true"
"1751426323.910069","1751426323.910069","* 2025-07-01","LPL Financial*","Yash Bhavsar","U0208FN960H;U0213T59LMN;W4RRL6DDY","* • *Local Test Harness Setup*: Satya Deep and Raciel discussed the local test harness setup. Satya mentioned that they had set it up and tested a couple of forms. They observed that all fields were p","2","false"
"1751351277.366189","1751351277.366189","* 2025-07-01","Ministry of Social Development (MSD) - NZ*","Talmiz Ahmed","U03QB0GK45Q","* • Answered queries regarding implementation of custom components in EDS via UE. They had implemented a few but without following the right approach which caused a lot of issues in the code for them.","0","true"
"1751041007.075779","1751041007.075779","* 2025-06-27","State of Pennsylvania*","Sakshi Arora","W4SG81T9C","* Debugged their issues. Identified a product issue along with their customization issues. :todo_done: *","0","false"
"1750997599.648709","1750997599.648709","* 2025-06-26","NFCU*","Vijay Srivastva","WE163TH43;U03Q109GQMT","* In the meeting, we provided a comprehensive walkthrough of the newly introduced features and discussed each in detail. The key features covered include: • Template creation workflow • Fragments &amp","0","false"
"1750928837.106899","1750928837.106899","* 2025-06-25","IRS/DMAF*","Sunny Marwaha","U04P75X4H1B;WLWHN4TV3;W4R5LUPK3;U0213T59LMN","* • Pankaj showcased the Save As Draft along with USC customisation demo to IRS and Accenture Federal team. • Additionally, we highlighted two *enhancements* made while delivering this feature, specif","3","true"
"1750903648.194029","1750903648.194029","* 2025-06-25","Qualcomm (Sites Optimizer/Forms Optimizer)*","Sudhanshu Singh","W4XTCQ07J","* Presenter: *Ken Woodward* Project Lead: *Andrei Bogdan*  • Ken introduced Sites Optimizer - since some of the participants had not seen the UI earlier, and were not aware of the capabilities. It was","0","false"
"1750895536.860659","1750895536.860659","* 2025-06-19","TravelPort*","Sudhanshu Singh","W4XTCQ07J","* • TravelPort wants to modernize their forms - and highlighted the concerns:     ◦ Do we have an immediate solution to avoid the IE11 requirement (they render the XDP as PDF currently)     ◦ Do we ha","4","true"
"1750784775.811059","1750784775.811059","* 2025-06-24","NFCU*","Sunny Marwaha","W4R5LUPK3;WE163TH43;U03Q109GQMT;W010NNJV7S8","* • Vijay showcased the latest innovations of IC on cloud with new structural change of json based storage and highlighted that most of the requested features by NFCU being delivered. • Showcased the ","3","false"
"1750777388.779649","1750777388.779649","* 2025-06-24","LPL Financials*","Mayank Agarwal","W4RU4N66R;U0208FN960H;W4RRL6DDY;U0213T59LMN","* • *Forms Conversion Progress:* Satya Deep provided an update on the conversion of 15 out of 19 forms, noting that some manual work is required to address gaps in the automated conversion process. Th","7","false"
"1750756047.370239","1750756047.370239","* 2025-06-23","CoreBridge (prospective customer)*","Sakshi Arora","W4SG81T9C;W4XTCQ07J;W5HEU5M7Y","* Forms overview, including ""Forms Experience Builder"" and ""Forms Optimizer"" was shared by Arun. Demo was given for Core Component based AF version of their current forms. Rule, DoR, FDM capabilities ","0","true"
"1750755873.674919","1750755873.674919","* 2025-06-23","State of Pennsylvania*","Sakshi Arora","W4SG81T9C;W4XTCQ07J","* Guided them over, how to achieve their targeted usecases in DoR. :todo_done: *","0","false"
"1750753537.226489","1750753537.226489","* 2025-06-23","Jet2*","Vijay Kumar Jalagari","W4RU4N66R","* • The call centred on 3 tech approaches:     a. EDS Document-based Forms     b. EDS Universal Editor Forms      c. AEM Adaptive Forms – Core Components (Cloud) • Vijay (forms product team, Adobe) ga","3","true"
"1750752425.872629","1750752425.872629","* 2025-06-23","Carpenter &amp; 4point*","Vijay Kumar Jalagari","WLWHN4TV3;U06NF880220;U0213T59LMN;W4RU4N66R","* *Meeting Objective* To resolve connectivity issues between Carpenter’s Adobe Experience Manager (AEM) instance and their Azure SQL Server database, and to clarify the correct integration approach.  ","2","true"
"1750433143.352389","1750433143.352389","* 2025-06-20","HDFC Bank - Light House Program*","Vijay Kumar Jalagari","W4RU4N66R","* *Lighthouse Program Overview:* • Amritabha provided an overview of the Lighthouse program initiated by the MD and CIO, Ramesh, which includes 16 programs, some of which involve Gen. AI use cases.  *","4","false"
"1750394587.424799","1750394587.424799","* 2025-06-19","Jet2*","Vijay Kumar Jalagari","W4RU4N66R","* *Key Topics:* • *Introduction:* James, Elisa, Vijay Kumar, and Nitesh discussed the Jet2 account, focusing on the misalignment in expectations and the use of Adobe solutions. They aimed to address t","4","true"
"1750334579.794159","1750334579.794159","* 2025-06-17","HDFC Bank*","Vijay Kumar Jalagari","W4RU4N66R","* *IDRS Platform Scope*  1. *Pre-processing: Classification &amp; Validation*     a. Perform validation checks     b. Identify document type     c. Apply predefined rules 2. *Data Extraction*     a. E","0","false"
"1750333392.763649","1750333392.763649","* 2025-06-19","AbbVie*","Sakshi Arora","W4SG81T9C","* Gave customer an alternate so that they are un-blocked on error on their Cloudflare CDN. Customer will confirm if that works for them. Alternate: check on ""content-type: application/problem+json"" an","0","true"
"1750333142.219459","1750333142.219459","* 2025-06-18","State of Pennsylvania*","Sakshi Arora","W4SG81T9C","* Helped them with their review component custimization. Helped them to debug and figure out what went wrong in their environments, seems like their customization of page component was breaking includ","0","false"
"1750222234.719259","1750222234.719259","* 2025-06-17","State of Pennsylvania*","Sakshi Arora","W4SG81T9C","* Worked with SOP in resolving the issues they were facing with the newer deployment. Gave a workaround to them to solve nested repeatable panel by custom function. There is an issue in CC based model","0","true"
"1750165142.385789","1750165142.385789","* 2025-06-17","AbbVie*","Sakshi Arora","W4SG81T9C;W4XTCQ07J","* There is an enhancement required to propagate http error code from custom submit action. Additionally there is an issue where the response header which is used to bypass default error pages of CDN, ","0","true"
"1749720426.586519","1749720426.586519","* 2025-06-09","INPS &amp; INAIL*","Sufyan Haroon","W9QMZFR39;U036QHTDSQJ","* INPS  • *Positive Stakeholder Feedback &amp; Contract Renewal:* INPS stakeholders are pleased with the team’s work on various products and are likely to renew the consulting contract until the end o","3","true"
"1749716313.847859","1749716313.847859","* 2025-06-11","LPL Financials*","Mayank Agarwal","W4RU4N66R;W4RRL6DDY;W4RU708G5;U0213T59LMN","* Meeting notes: • *Troubleshooting Call Update:* Arneh provided an update on a troubleshooting call with Andy and Rachael, mentioning that Core components are now enabled on the dev instance and that","7","true"
"1749708406.933019","1749708406.933019","* 2025-06-11","AbbVie*","Sakshi Arora","W4SG81T9C","* Private release was pushed on their sandbox environment, customer has validated it on sandbox. Now they want the private release to be deployed on their production environment. :todo_done: *","0","false"
"1749708197.434919","1749708197.434919","* 2025-06-11","State of Pennsylvania*","Sakshi Arora","W4SG81T9C","* Discussed some of their customisation issues. We have formalized scribble signature contract, the same was communicated. :todo_done: *","0","false"
"1749664800.222199","1749664800.222199","* 2025-06-11","IRS - Internal meeting (this is for a separate team from DMAF)*","Sudhanshu Singh","W4XTCQ07J","* Generated by AI (manually reviewed and udpated).  Meeting notes: • *IRS Acrobat Sign Implementation:* Emily summarized the IRS's purchase of Acrobat Sign and their IT team's collaboration with Adobe","7","true"
"1749623438.956329","1749623438.956329","* 2025-06-10","State of Pennsylvania*","Sakshi Arora","W4SG81T9C","* Their custom headerlibs and footerlibs were rectified with correct client library configurations. They had some issues with private build, which were discussed. :todo_done: *","0","false"
"1749623308.307489","1749623308.307489","* 2025-06-10","Abbvie*","Sakshi Arora","W4SG81T9C;W4XTCQ07J","* They had queries around one of the customizations, they wanted to achieve around standardisation of errors. Various approaches with pros and cons were discussed. :todo_done: *","0","false"
