Type,ID,Timestamp,Date,Customer Name,PM Name,User,UserID,Text Preview,Has Thread,Reply Count,Is Bot
"Engagement","1755837410.014009","1755837410.014009","* 2025-08-21","GM Financial*","Anirudh Aggarwal","","","* • Anirudh conducted detailed walkthrough for the Render APIs (picking up from the last meeting).     ◦ First-cut API definition was shared beforehand with the customer with the documentation links for token generation.     ◦ Customer was suggested to invoke APIs from publish instance whenever invo","true","1","false"
"Thread Reply","1755854445.140569","1755854445.140569","2025-08-22","GM Financial*","Anirudh Aggarwal","W9QMZFR39","W9QMZFR39","Per my discussion with <@W5HEU5M7Y>, he will present the roadmap on next Thursday after internal discussion and alignment by <@W010NNJV7S8>.","false","0","false"
"Engagement","1755793481.062359","1755793481.062359","* 2025-08-21","NFCU*","Prateek Awasthi","","","* • Gave a demo on custom fonts, covering UI and code changes required, explained the steps, and shared documentation. *Next step:* Enable on _dev2_. • Demoed the IC import/export bundle feature, which allows IC with related assets to be exported and imported to another instance. Addressed queries o","true","1","false"
"Thread Reply","1755854581.847359","1755854581.847359","2025-08-22","NFCU*","Prateek Awasthi","U03Q109GQMT","U03Q109GQMT","update - have enabled fonts on their env, currently their pipeline is failing that too with nfcu specific changes in building, have updated the customer about it.","false","0","false"
"Engagement","1755680337.712189","1755680337.712189","* 2025-08-19","CNA (Partner : forms 360)*","Devendra Gurjar","","","* • *Form Data Submission Issue in React Application*: Charles, Devendra, and Rich discussed a problem where form data manipulated via JavaScript in the AEM environment is not correctly appearing in the XML payload when submitted through the React application, despite working as expected when submit","true","1","false"
"Thread Reply","1755680542.268249","1755680542.268249","2025-08-20","CNA (Partner : forms 360)*","Devendra Gurjar","WQ6GEBZHN","WQ6GEBZHN","<@W4R4S9FS4> The customer is currently on an on-premises environment and manages a large number of forms. Since the fix related to $record and $data is also available on the cloud, we can encourage them to consider migrating to the cloud.  cc : <@W4XTCQ07J>","false","0","false"
"Engagement","1755672781.880159","1755672781.880159","* 2025-08-19","GM Financial*","Anirudh Aggarwal","","","* MoM: • Discussion focused on the issues raised by GMF team (shared over mail)     ◦ Vijay and Sufyan helped answer most of the queries around IC-Editor • Anirudh conducted partial demo for Render API + FDM with continuation scheduled for the next meeting     ◦ FDM queries to be discussed in detail","true","2","false"
"Thread Reply","1755672870.458489","1755672870.458489","2025-08-20","GM Financial*","Anirudh Aggarwal","U038XFD63GS","U038XFD63GS","cc: <@W4R5LUPK3>, <@WQWCBV6NN>","false","0","false"
"Thread Reply","1755698070.025089","1755698070.025089","2025-08-20","GM Financial*","Anirudh Aggarwal","W9QMZFR39","W9QMZFR39","They also asked for usage of individual FDM elements in different assets.","false","0","false"
"Engagement","1755496487.205169","1755496487.205169","* 2025-08-14","LPL*","Vijay Kumar Jalagari","","","* _AI-generated content. Make sure to check for accuracy._ *Key Topics:* • *Introduction:* Vijay Kumar, Naveen, Andy, Arun, and Arneh discussed the challenges and requirements related to versioning and publishing adaptive forms in the AM repository. The main issues include ensuring correct publicati","true","12","false"
"Thread Reply","1755497649.126379","1755497649.126379","2025-08-18","LPL*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","<@W4R5LUPK3>, <@W4XTCQ07J> - LPL is looking for versioning support for XDP and <@W5HEU5M7Y> committed Nov.  <@U0213T59LMN>, <@W4RU5J3JR>, <@U03N27GAZDZ> - We need to collect and document *best practices from Sites and Assets* and create a tailored version for *Forms*. This should cover the full lifecycle: *Development, Review process, Testing and Production*  For Assets, we can take <@W4RRL6DDY>’s help.  Let’s schedule a meeting tomorrow to review a proposal.","false","0","false"
"Thread Reply","1755780262.166129","1755780262.166129","2025-08-21","LPL*","Vijay Kumar Jalagari","U0560P0MCJJ","U0560P0MCJJ","Tested a *workaround solution* for the XDP versioning feature via the versioning capabilities within *Assets*, and that is working as expected. *Workaround Steps followed:* 1. Upload the initial custom XDP from *`/aem/forms.html/content/dam/formsanddocuments`*. 2. Navigate to *`/assets.html/content/dam/formsanddocuments`* to manage versioning of the XDP. 3. Update the XDP as needed. 4. Re-upload the updated or newly edited XDP via `*/assets.html/...*.` 5. When prompted, create a new version for ","false","0","false"
"Thread Reply","1755834289.105409","1755834289.105409","2025-08-22","LPL*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","<@W4XTCQ07J>, <@U0560P0MCJJ> - We demonstrated a workaround to the customer yesterday. Andy mentioned that they were already aware of this approach, but noted that it is quite difficult to train their team on it. For now, we have asked them to continue using the workaround, while we explore the possibility of exposing a *version button* directly in FM UI if feasible.  CC - <@W5HEU5M7Y>","false","0","false"
"Thread Reply","1756190317.604579","1756190317.604579","2025-08-26","LPL*","Vijay Kumar Jalagari","W9QMZFR39","W9QMZFR39","<@U0560P0MCJJ>, this approach works well when asset in DAM is created via file upload mechanism, right? If the asset like AF is created and updated with a editor in AEM only then how do we handle versioning? There must be a different approach for the same.","false","0","false"
"Thread Reply","1756190541.983889","1756190541.983889","2025-08-26","LPL*","Vijay Kumar Jalagari","W9QMZFR39","W9QMZFR39","Secondly, we are planning to provide XDP create and edit functionality via IC editor from FM UI. As and when that comes, this approach of version creation during XDP upload will not to be supplemented by AF like versioning approach where XDP is created within the system.","false","0","false"
"Thread Reply","1756191354.249669","1756191354.249669","2025-08-26","LPL*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","&gt; this approach works well when asset in DAM is created via file upload mechanism, right? It also works when we upload XDP from FM UI instead of DAM asset.  &gt; we are planning to provide XDP create and edit functionality via IC editor from FM UI It should continue to work if you are maintain same DAM structure node but not if you started creating a page representation. I feel we did a mistake of introducing new nodes ( DAM &amp; Page) for AF as we need to maintain both and few functionality","false","0","false"
"Thread Reply","1756191456.625969","1756191456.625969","2025-08-26","LPL*","Vijay Kumar Jalagari","W9QMZFR39","W9QMZFR39","&gt; It also works when we upload XDP from FM UI instead of DAM asset. I meant the same.  &gt; It should continue to work if you are maintain same DAM structure node but not if you started creating a page representation. I feel we did a mistake of introducing new nodes ( DAM &amp; Page) for AF as we need to maintain both and few functionality available in DAM &amp; others in Page so we should rely on one node structure It will continue to work in case of XDP upload scenario. Will it also work if","false","0","false"
"Thread Reply","1756191806.734579","1756191806.734579","2025-08-26","LPL*","Vijay Kumar Jalagari","U0560P0MCJJ","U0560P0MCJJ","> If the asset like AF is created and updated with a editor in AEM <@W9QMZFR39> This workaround is for DAM assets, AF (specifically v2 only) is versioned directly from formsmanager. In formsmanager we do support `cq:page` _[i.e. your form content]_ versioning OOTB, so similar to how we version assets under `/assets.html/...` we can version AFv2 under `/aem/forms.html/...` Which also means that any content for AF created in editor can be versioned in FM UI. Note: AFv1 is not versioned currently.","false","0","false"
"Thread Reply","1756192100.677839","1756192100.677839","2025-08-26","LPL*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","&gt; It will continue to work in case of XDP upload scenario. Will it also work if I create XDP directly from Create button in FM UI (given the content structure in JCR remains same)? If JCR remain same then yes it will work","false","0","false"
"Thread Reply","1756192161.810909","1756192161.810909","2025-08-26","LPL*","Vijay Kumar Jalagari","U0560P0MCJJ","U0560P0MCJJ","&gt; Will it also work if I create XDP directly from Create button in FM UI (given the content structure in JCR remains same)? Ideally, yes, it will continue to work for that as well since the versioning is done on JCR content node only.","false","0","false"
"Thread Reply","1756192285.087379","1756192285.087379","2025-08-26","LPL*","Vijay Kumar Jalagari","W9QMZFR39","W9QMZFR39","I guess my point is not clear — For upload it will continue to work but for XDP created within the system (not uploaded), we will have to add create version similar to AF, won’t we?","false","0","false"
"Thread Reply","1756192397.655269","1756192397.655269","2025-08-26","LPL*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","<@W9QMZFR39> approach which <@U0560P0MCJJ> mentioned will continue to work even if you create XDP using editor or system, only thing you need to ensure is structure of DAM asset is similar to what we have for  XDP of uploaded","false","0","false"
"Engagement","1755496292.484869","1755496292.484869","* 2025-08-13","Lenovo ( Internal)*","Vijay Kumar Jalagari","","","* _AI-generated content. Make sure to check for accuracy._ *Key Topics:* • *Introduction:* Vijay Kumar, Arun, Ajani, and Mayank discussed the Lenovo use cases, focusing on progressive profiling, global privacy rules, dashboards, and customer journey analytics. They also covered the integration of AE","false","0","false"
"Engagement","1755495816.532369","1755495816.532369","* 2025-08-13","Lumen*","Vijay Kumar Jalagari","","","* _AI-generated content. Make sure to check for accuracy._ *Key Topics:* • *Introduction:* Arun, Kathy Behler, Jennifer Wroblewski, Shami, Vijay Kumar, and Christina Trujillo discussed the use of Forms in AEM, Marketo, and RTCDP. The meeting aimed to understand the use cases, discuss recent innovati","true","3","false"
"Thread Reply","1755496128.761189","1755496128.761189","2025-08-18","Lumen*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","<@U0213T59LMN>, <@U06NF880220>, <@U03N27GAZDZ> We need to demonstrate the *Marketo connector to Lumen* by migrating the existing form using Experience Builder. I am planning to schedule this session for Wednesday.  <https://www.lumen.com/en-us/explore/data-protection-bundle.htmlhttps://lumen.com/en-us/marketplace/chat-contact-form.html>  CC - <@WLWHN4TV3>","false","0","false"
"Thread Reply","1755512578.785829","1755512578.785829","2025-08-18","Lumen*","Vijay Kumar Jalagari","U0213T59LMN","U0213T59LMN","<@W4RU4N66R>: Migrating existing form - you mean existing marketo form as a source and AF as output via Exp builder ?","false","0","false"
"Thread Reply","1755514724.823849","1755514724.823849","2025-08-18","Lumen*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","We should show both approach • Screenshot of existing marketo forms to AF • Use Data-&gt;Marketo-&gt; select required fields","false","0","false"
"Engagement","1755495517.647919","1755495517.647919","* 2025-08-13","UPS*","Vijay Kumar Jalagari","","","* _AI-generated content. Make sure to check for accuracy._ *Key Topics:* • *Introduction:* Vijay Kumar, Navneet, Rodney, Michael, and other team members introduced themselves and their roles. The meeting aimed to discuss the integration of generative AI capabilities in forms at UPS and gather feedba","false","0","false"
"Engagement","1755148388.713359","1755148388.713359","* 2025-08-13","UPS*","Navneet Agarwal","","","* • *Feedback on Generative AI Solutions:* Vijay Kumar and Rodney discussed the feedback on the generative AI solutions used in UPS forms, with David providing insights on his experience with image-to-form and PDF-to-form generation.     ◦ *David’s Experience:* David shared his experience with image","true","1","false"
"Thread Reply","1755148494.808229","1755148494.808229","2025-08-14","UPS*","Navneet Agarwal","U03N27GAZDZ","U03N27GAZDZ","Recording link: <https://adobe-my.sharepoint.com/:v:/p/navneeta/EUOE5iNNMABNqhdgBcDPGk0BBbHuSlmh0QqWVq0XhVT3VA?nav=eyJyZWZlcnJhbEluZm8iOnsicmVmZXJyYWxBcHAiOiJTdHJlYW1XZWJBcHAiLCJyZWZlcnJhbFZpZXciOiJTaGFyZURpYWxvZy1MaW5rIiwicmVmZXJyYWxBcHBQbGF0Zm9ybSI6IldlYiIsInJlZmVycmFsTW9kZSI6InZpZXcifX0%3D&amp;e=5305QW|Forms Experience Builder Feedback-20250813_203459-Meeting Recording.mp4> cc: <@W4R4S9FS4>","false","0","false"
"Engagement","1755095754.445059","1755095754.445059","* 2025-08-12","Aftia (altec)*","Gaurav Ahuja","","","* • Customer had shared a use-case document listing down the requirements related wit forms and workflows. • Demoed them an approach that would be quick and easy to implement with the current customizations they have. • The approach demoed would lead to multiple form submissions getting counted for ","false","0","false"
"Engagement","1755065013.404399","1755065013.404399","* 2025-08-12","GM Financial*","Anirudh Aggarwal","","","* • Customer raised queries around fragments, templates and rule-editor     ◦ *Use-case:* Display dynamic logo based on the “type” key’s value from data(FDM) using rules.     ◦ <@WE163TH43> provided the demo to achieve this via a workaround, with the assurance of a formal fix in works. • Customer al","true","1","false"
"Thread Reply","1755067279.814869","1755067279.814869","2025-08-13","GM Financial*","Anirudh Aggarwal","U038XFD63GS","U038XFD63GS","cc: <@W9QMZFR39>, <@W4R5LUPK3>, <@WQWCBV6NN>  Also, <@WLWHN4TV3> / <@U0213T59LMN> in the next meeting we will need someone from the FDM team to answer questions around it.","false","0","false"
"Engagement","1755050145.928519","1755050145.928519","* 2025-08-12","Nedbank*","Sudhanshu Singh","","","* Generated by AI. Meeting notes: • *Demo Overview:* Sudhanshu outlined the demo plan, which included three parts: translating a page while retaining form data, a code walkthrough of a sample submit action, and a proof of concept for translating XFA templates using Microsoft translation.     ◦ *Demo","true","1","false"
"Thread Reply","1755146443.883519","1755146443.883519","2025-08-14","Nedbank*","Sudhanshu Singh","WBV97LK8D","WBV97LK8D","• *Discussion on Barcode Forms:* Lisa and Sudhanshu discussed the impact of translation on barcode forms, confirming that the barcode information would not be affected by the translation process. <@WBV97LK8D> could you help confirm the same. Are we also translating data used to encode used to encode in barcode ? or we are only translating field captions and static text ?  CC <@WQWCBV6NN>","false","0","false"
"Engagement","1754995276.785649","1754995276.785649","* 2025-08-11","CNA (partner : source360)*","Devendra Gurjar","","","* • The customer has a form with 60 fragments related to the 50 states in the USA. •  As they select a state, the corresponding fragments become visible or hidden. •  Server-side script execution takes a lot of time, so we have provided support for client-side script execution. •  One of the fragmen","false","0","false"
"Engagement","1754580459.736259","1754580459.736259","* 2025-08-07","GM Financial*","Vijay Srivastva","","","* *Meeting Summary*  *Use Case:*  GMF aims to build templates, documents, and fragments to generate print-ready PDFs using data in XML or JSON format.  *Demonstration:*  *<@WE163TH43>* delivered a comprehensive walkthrough of the remaining functionalities within the *Interactive Communication (IC) E","false","0","false"
"Engagement","1754560003.959819","1754560003.959819","* 2025-08-06","Carpenter*","Devendra Gurjar","","","* • Workflow issue - Gaurav troubleshooted and found a bug in the CQ code from a recent change and provided a workaround for now to unblock the customer. Also raised the issue with the relevant team.  • Devendra informed the customer that form submission was failing on the cloud instance due to a mi","false","0","false"
"Engagement","1754466338.592969","1754466338.592969","* 2025-08-05","NFCU*","Anirudh Aggarwal","","","* • Customer acknowledged the timelines shared by Sunny for the requirements. • Customer was provided a demo for the pre-filling of the realtime data from FDM while invoking render PDF IC. • Team shared the sample Render API request payloads for sample and realtime data pre-filling. Customer was sat","true","3","false"
"Thread Reply","1754466397.250069","1754466397.250069","2025-08-06","NFCU*","Anirudh Aggarwal","U038XFD63GS","U038XFD63GS","cc: <@W9QMZFR39>, <@W4R5LUPK3>, <@WQWCBV6NN>","false","0","false"
"Thread Reply","1754471994.977469","1754471994.977469","2025-08-06","NFCU*","Anirudh Aggarwal","W4R5LUPK3","W4R5LUPK3","<@U038XFD63GS> for Action items on sharing the documentation, please ack once done","false","0","false"
"Thread Reply","1754646219.609179","1754646219.609179","2025-08-08","NFCU*","Anirudh Aggarwal","U038XFD63GS","U038XFD63GS","Documentation for existing APIs with the disclaimer that there may be updates/changes shared over mail thread.","false","0","false"
"Engagement","1754464276.787949","1754464276.787949","* 2025-08-05","GM Financial*","Anirudh Aggarwal","","","* Team provided a detailed walkthrough covering the following use-cases: • Template management • Rest API based FDM creation and data binding • IC document creation + customisations (fonts faces, etc.) Customer queried around the following features • FDM supported data sources -&gt; Team will share ","true","1","false"
"Thread Reply","1754464333.456929","1754464333.456929","2025-08-06","GM Financial*","Anirudh Aggarwal","U038XFD63GS","U038XFD63GS","cc: <@W9QMZFR39>, <@W4R5LUPK3>, <@WQWCBV6NN>","false","0","false"
"Engagement","1754385899.189189","1754385899.189189","* 2025-08-04","Carpenter*","Devendra Gurjar","","","* Generated by AI. Make sure to check for accuracy. Meeting notes: • *Troubleshooting AEM Bundles:* Katerina, Devendra, and Randy worked together to troubleshoot issues with AEM bundles. Devendra guided Randy through checking and removing specific bundles, and they discussed the need to update the P","true","5","false"
"Thread Reply","1754386748.485819","1754386748.485819","2025-08-05","Carpenter*","Devendra Gurjar","WQ6GEBZHN","WQ6GEBZHN","<@W4R5WN6LR> do we have any public wiki/doc to setup DoR docker with AEM SDK on local machine (customer is on windows)? cc : <@W4XTCQ07J> <@W9QMZFR39>","false","0","false"
"Thread Reply","1754386834.573199","1754386834.573199","2025-08-05","Carpenter*","Devendra Gurjar","W9QMZFR39","W9QMZFR39","<@U061P671RN1>, please help provide SDK set up documentation","false","0","false"
"Thread Reply","1754387065.450629","1754387065.450629","2025-08-05","Carpenter*","Devendra Gurjar","U061P671RN1","U061P671RN1","Hi <@WQ6GEBZHN>, Please find the doc and wiki as attached : Doc :  <https://experienceleague.adobe.com/en/docs/experience-manager-cloud-service/content/forms/setup-configure-migrate/setup-local-development-environment#docker-microservices|https://experienceleague.adobe.com/en/docs/experience-manager-cloud-service/content/forms/[…]p-configure-migrate/setup-local-development-environment> wiki : <https://wiki.corp.adobe.com/display/lc/EC+Service+Local+SDK+-+Design>   cc: <@W9QMZFR39> <@W4R5WN6LR> <","false","0","false"
"Thread Reply","1754574578.215889","1754574578.215889","2025-08-07","Carpenter*","Devendra Gurjar","W4R4S9FS4","W4R4S9FS4","<@WQ6GEBZHN> Are there doc or product issues found as part of this discussion to avoid such issues in future with other customers? cc: <@WAM5KDYBZ>","false","0","false"
"Thread Reply","1754652286.014859","1754652286.014859","2025-08-08","Carpenter*","Devendra Gurjar","WQ6GEBZHN","WQ6GEBZHN","Yes there is a product issue : <https://jira.corp.adobe.com/browse/CQ-4360771>","false","0","false"
"Engagement","1754065259.937609","1754065259.937609","* 2025-08-01","Altec (partner: Aftia)*","Sudhanshu Singh","","","* Generated by AI. Make sure to check for accuracy. Meeting notes: • *Introduction and Meeting Purpose:* Steven started the meeting by acknowledging Tim's absence due to PTO and emphasized the goal of understanding the difficulties Altech is facing with developing forms. • *Source Code Access:* Sudh","true","1","false"
"Thread Reply","1754280252.376159","1754280252.376159","2025-08-04","Altec (partner: Aftia)*","Sudhanshu Singh","W4XTCQ07J","W4XTCQ07J","Summary: • Their first form also has below critical gaps:     ◦ Partial validation before Save (limited to some fields and initial state), and no validation on Save in Inbox, and then all validation in submit.     ◦ Identification of task items in Inbox • Row items which are required immediately: 24/27/28/42 • Also,     ◦ Should not close screen on save     ◦ Option to Re-assign task","false","0","false"
"Engagement","1754028878.889569","1754028878.889569","* 2025-07-31","LPL Financials*","Mayank Agarwal","","","* • *Release Update:* Mayank updated the team that the new release is now available in the stage environment, and the older release has been pushed to the production environment to avoid blocking the team. They inquired if there had been any internal discussions regarding the release. • *Dark Mode I","false","0","false"
"Engagement","1753857539.257899","1753857539.257899","* 2025-07-29","LPL Financials*","Mayank Agarwal","","","* • *Feedback* : LPL still needs to try e2e validation of their journey and share the feedback with us • *Dark Mode removal* - We have shared that it is not part of default canvas theme but the css is coming from the archetype and if they can remove from the base file it will not honour the system s","true","3","false"
"Thread Reply","1753951671.294199","1753951671.294199","2025-07-31","LPL Financials*","Mayank Agarwal","U031G7ZLRRC","U031G7ZLRRC","<@U0213T59LMN> Is the JSON support in the Output service intended for templates or for data files? During a recent hackathon (<https://adobe.brightidea.com/D44557?idea_count=2|link>), we worked on enabling JSON input for data files and successfully rendered PDFs using simple JSON formats. If this is aligned with that effort, we could consider building on it further to handle more complex and edge cases. cc: <@W4R5LUPK3> <@WQWCBV6NN>","false","0","false"
"Thread Reply","1753951866.211399","1753951866.211399","2025-07-31","LPL Financials*","Mayank Agarwal","U0213T59LMN","U0213T59LMN","<@U031G7ZLRRC>: Thanks for sharing this . The use case shared was JSON format for data input. We along with <@W9QMZFR39> team can have a discussion on this and see if it fits the use case.","false","0","false"
"Thread Reply","1753951927.792489","1753951927.792489","2025-07-31","LPL Financials*","Mayank Agarwal","W9QMZFR39","W9QMZFR39","Thanks <@U031G7ZLRRC> for highlighting this. <@U061P671RN1> will be working on this together with <@W4R5WN6LR>. She can get in touch with you to understand what has been done as part of hackthon project. We can then further decide the course of action.","false","0","false"
"Engagement","1753850662.655029","1753850662.655029","* 2025-07-29","NFCU*","Vijay Srivastva","","","* *Meeting Summary* - Key Discussion Points: 1. *Real-Time Data Usage During Authoring:*     ◦ NFCU expressed interest in using real-time data during the authoring process.     ◦ It was suggested that the Associate UI could be leveraged to fetch real data and enable PDF preview at authoring time. 2.","false","0","false"
"Engagement","1753692325.536539","1753692325.536539","* 2025-07-23","Jet 2*","Vijay Kumar Jalagari","","","* It was 1st Kickoff call for VIP but Jet2 decided to move VIP program to Next year Jan.   Jet2 team shared document during the meeting covering the *expectation and scope of VIP*.     ◦ Below is the information shared on the call. The doc itself is a working doc so I’ve included the relevant inform","true","2","false"
"Thread Reply","1753692387.941239","1753692387.941239","2025-07-28","Jet 2*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","<@W4RSW3ECC> - Jet2 VIP is moved to Jan due to resources limitation","false","0","false"
"Thread Reply","1753692604.982479","1753692604.982479","2025-07-28","Jet 2*","Vijay Kumar Jalagari","W4RSW3ECC","W4RSW3ECC","Resource limitation from Jett2 and not us, right ?","false","0","false"
"Engagement","1753692023.404669","1753692023.404669","* 2025-07-24","Deutsche Bank*","Vijay Kumar Jalagari","","","* Generated by AI. Make sure to check for accuracy.  Meeting notes: • *Introduction to AI Innovations in AM Forms:* Jochen and Anurag introduced the session on AI innovations in AM forms, highlighting the involvement of the product management team and the focus on generative AI, multimodal capabilit","false","0","false"
"Engagement","1753440017.033979","1753440017.033979","* 2025-07-24","Carpenter (Partner : 4 Point )*","Devendra Gurjar","","","* • The customer has started creating forms based on Core Components. •  They were facing issues with local development. •  This team is new to Forms and requires our guidance on best practices and next steps. Walking them through the process as simply as possible will go a long way. •  We were able","true","3","false"
"Thread Reply","1753440066.124919","1753440066.124919","2025-07-25","Carpenter (Partner : 4 Point )*","Devendra Gurjar","WQ6GEBZHN","WQ6GEBZHN","","false","0","false"
"Thread Reply","1753680048.702919","1753680048.702919","2025-07-28","Carpenter (Partner : 4 Point )*","Devendra Gurjar","W4R5M9P4H","W4R5M9P4H","<@WQ6GEBZHN> Why did the core component setup take so long? Could you please share the RCA? Since core components are now part of the product, there ideally shouldn’t have been any major roadblocks.","false","0","false"
"Thread Reply","1756321821.329409","1756321821.329409","2025-08-27","Carpenter (Partner : 4 Point )*","Devendra Gurjar","W4XTCQ07J","W4XTCQ07J","They corrupted their GIT, and lack basic AEM/Forms kowledge (they at a time mentioned that submission was failing - though they had not configured the submit action).","false","0","false"
"Engagement","1753422104.162069","1753422104.162069","* 2025-07-24","NFCU*","Vijay Srivastva","","","* Meeting Summary: Key Issues Raised by NFCU and Our Responses  Below is a summary of the key concerns raised by NFCU during the meeting, along with our corresponding responses: *1. FDM JSON Format Issue*     ◦ *Issue*: FDM is not generating sample data due to discrepancies in the JSON format.     ◦","true","3","false"
"Thread Reply","1753422153.137369","1753422153.137369","2025-07-25","NFCU*","Vijay Srivastva","WE163TH43","WE163TH43","cc: <@W4R5LUPK3> <@WQWCBV6NN> <@W9QMZFR39>","false","0","false"
"Thread Reply","1753423330.734169","1753423330.734169","2025-07-25","NFCU*","Vijay Srivastva","W4R5LUPK3","W4R5LUPK3","<@WE163TH43> <@U03Q109GQMT> Please follow up on the Action Items (Document sharing, or any other details) over email and include me. And please raise jiras for customer reported issues with appropriate label (e.g customer_reported)","false","0","false"
"Thread Reply","1753426178.538679","1753426178.538679","2025-07-25","NFCU*","Vijay Srivastva","U03Q109GQMT","U03Q109GQMT","Created Jira`s for customer issues -  Font issue - <https://jira.corp.adobe.com/browse/FORMS-21101|FORMS-21101> Subform/Content area deletion - <https://jira.corp.adobe.com/browse/FORMS-21103|FORMS-21103> Preset selection - [this was already planned and in progress] - <https://jira.corp.adobe.com/browse/FORMS-21104|FORMS-21104> Content overflow - <https://jira.corp.adobe.com/browse/FORMS-21105|FORMS-21105>","false","0","false"
"Engagement","1753341462.752029","1753341462.752029","* 2025-07-23","GM Financial*","Vijay Srivastva","","","* *Below is the meeting summary:*  *Use Case:* GMF aims to create templates, documents, and fragments, and generate print-ready PDFs using data in XML or JSON formats.  *Customer's Current Workflow:* • Currently using Smart Com to generate print-ready PDFs. • Possesses a large set of Smartform templ","false","0","false"
"Engagement","1753341197.855709","1753341197.855709","* 2025-07-23","South African Police Service*","Anurag Sharma","","","* Existing AEM Forms JEE customer inherited from LiveCycle days, on-prem, ~178K product + 80K paid support renewal upcoming. Field team targeting as-is renewal for now.  Customer is exploring to implement a new use-case (details below) in JEE by deploying a new server and looking for our guidance fo","true","1","false"
"Thread Reply","1753341242.183789","1753341242.183789","2025-07-24","South African Police Service*","Anurag Sharma","W4R4S9FS4","W4R4S9FS4","Attaching usecase doc from customer","false","0","false"
"Engagement","1753338485.392099","1753338485.392099","* 2025-07-23","Nedbank*","Devendra Gurjar","","","* • *Sites Team Demo:* Presented a demo on Experience Fragment translation. • *Forms Team Demo:* Showcased form embedding within site pages and demonstrated language navigation for forms on the site. *Customer Use Cases (Forms):* • Previewing XDP with data as a PDF (XFA form). • Adaptive Forms with ","true","3","false"
"Thread Reply","1753359753.287149","1753359753.287149","2025-07-24","Nedbank*","Devendra Gurjar","W4XTCQ07J","W4XTCQ07J","Also, one thing they shared (feedback at end of meeting): The biggest concern part after the meeting was - there is no option for translation in XFA (as they spend a lot of time in XFA authoring). For AF side they were satisfied from demo and happy with the next demo plan.  I checked with them - they would even be happy if the XFA is translated - and has formatting issues - as it would provide them with something better to start with (could we create a custom Translation workflow - in Project mo","false","0","false"
"Thread Reply","1753415486.560079","1753415486.560079","2025-07-25","Nedbank*","Devendra Gurjar","W4R5LUPK3","W4R5LUPK3","Adding <@WE163TH43> for XFA Translation workflow","false","0","false"
"Thread Reply","1753424121.717149","1753424121.717149","2025-07-25","Nedbank*","Devendra Gurjar","WE163TH43","WE163TH43","Hi <@W4XTCQ07J>, IIUC the requirement is to generate PDFs tailored to different locales. To achieve this, we can try the following approaches for authoring XDPs: • *Option 1: Script-Based Localization (Single XDP)*     ◦ *Approach*: Utilize locale-specific scripts within Designer to dynamically translate labels/captions.     ◦ *Advantages*: Maintains a single XDP file, simplifying management.     ◦ *Considerations*: This method may lead to a complex and heavy XDP structure, potentially impacting","false","0","false"
"Engagement","1753289795.262769","1753289795.262769","* 2025-07-22","Brunswick*","Vijay Kumar Jalagari","","","* _AI-generated content. Make sure to check for accuracy._  *Key Topics:* • *Introduction:* Arun, Ben McKnight, Vijay Kumar, Andy, and Sarah discussed the discovery work on the platform team, focusing on the requirements for Marketo form components shared across all brands. The meeting aimed to revi","true","4","false"
"Thread Reply","1753290265.333519","1753290265.333519","2025-07-23","Brunswick*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","<@W4XTCQ07J> - We were planning to propose Edge Delivery implementation but form is inside Sites Page ( CC based) so we decided to implement via CC so can you please include someone from you team in VIP.  CC - <@W5HEU5M7Y>","false","0","false"
"Thread Reply","1753332079.613349","1753332079.613349","2025-07-24","Brunswick*","Vijay Kumar Jalagari","W4XTCQ07J","W4XTCQ07J","Lets discuss offline. When is the planned date for the engagement start. Also, do we have some of the docs above. Please include me in the channel/forward the mail/recording - will help get more context. Regarding the auto-complete - that needs to be picked as a core-component - right?","false","0","false"
"Thread Reply","1753332305.276069","1753332305.276069","2025-07-24","Brunswick*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","Recording <https://teams.microsoft.com/l/meetingrecap?driveId=b%21Up3a6EaGmkeLJor-KllyBbvx8XA-4zBAvR2Geq4Y2sZTr_1zgLOtRKRA81cvIhG1&amp;driveItemId=01YKSIIWSIBJSWQZ2IEFFISSUQ4QHDTG2W&amp;sitePath=https%3A%2F%2Fadobe-my.sharepoint.com%2F%3Av%3A%2Fp%2Ftaneja%2FEUgKZWhnSCFKiUqQ5A45m1YBc8zMRn97AeOaDQqGsVvgzg&amp;fileUrl=https%3A%2F%2Fadobe-my.sharepoint.com%2F%3Av%3A%2Fp%2Ftaneja%2FEUgKZWhnSCFKiUqQ5A45m1YBc8zMRn97AeOaDQqGsVvgzg&amp;iCalUid=040000008200E00074C5B7101A82E00800000000809776045FF7DB0100000","false","0","false"
